Cluster,Run_ID,Criterion_Row,Criterion_Column,Direction,Base_IOI,Perturbed_IOI,Base_CR,Alternative_CR,CR_Accepted,Weight_Seismic,Weight_Wildfire,Weight_Flood,Weight_Soil_Erosion,Weight_Landslide,Weight_Asset_Vulnerability,Sites_Analyzed,Sites_Changing_Class,Site_Class_Change_Pct,OCR_Chen,OCR_Note,Base_Very_Low,Base_Low,Base_Moderate,Base_High,Base_Very_High,Alt_Very_Low,Alt_Low,Alt_Moderate,Alt_High,Alt_Very_High
2,C2_R18,Wildfire,Asset Vulnerability,up,3,4,0.06013656358610097,0.07030297141460855,True,0.26432788659410944,0.15730655380931857,0.03762238390581435,0.03762238390581435,0.4230716079443587,0.08004918384058463,41,0,0.0,0.0,,0,4,29,8,0,0,4,29,8,0
2,C2_R19,Flood,Soil Erosion,down,1,1/2,0.06013656358610097,0.06952087007122752,True,0.2666008050770635,0.14804628371125894,0.03415846657221144,0.04437123252965825,0.4250487874347181,0.08177442467508982,41,0,0.0,0.0,,0,4,29,8,0,0,4,29,8,0
2,C2_R20,Flood,Soil Erosion,up,1,2,0.06013656358610097,0.06952087007122752,True,0.2666008050770635,0.14804628371125894,0.04437123252965825,0.03415846657221144,0.4250487874347181,0.08177442467508982,41,0,0.0,0.0,,0,4,29,8,0,0,4,29,8,0
2,C2_R21,Flood,Landslide,down,1/7,1/8,0.06013656358610097,0.05654838884357375,True,0.2658120560691007,0.14745483099678858,0.03617482885404519,0.037662038848096345,0.4314177649971181,0.08147848023485114,41,0,0.0,0.0,,0,4,29,8,0,0,4,29,8,0
2,C2_R22,Flood,Landslide,up,1/7,1/6,0.06013656358610097,0.06522860526775016,True,0.26930380105633234,0.15001364610506956,0.0399415826381282,0.037999080695626256,0.4198640144515666,0.08287787505327708,41,2,4.878048780487805,0.31896551724137934,,0,4,29,8,0,0,4,31,6,0
2,C2_R23,Flood,Asset Vulnerability,down,1/3,1/4,0.06013656358610097,0.06793705531647892,True,0.26589120144192796,0.14750231822048493,0.036626075795139816,0.037578456747520764,0.4243391837995825,0.08806276399534403,41,0,0.0,0.0,,0,4,29,8,0,0,4,29,8,0
2,C2_R24,Flood,Asset Vulnerability,up,1/3,1/2,0.06013656358610097,0.055048706338773686,True,0.26898609059446243,0.14982301982794766,0.03996662061101438,0.03809396143498442,0.427434072952117,0.07569623457947412,41,0,0.0,0.0,,0,4,29,8,0,0,4,29,8,0
2,C2_R25,Soil Erosion,Landslide,down,1/7,1/8,0.06013656358610097,0.05654838884357375,True,0.2658120560691007,0.14745483099678858,0.037662038848096345,0.03617482885404519,0.4314177649971181,0.08147848023485114,41,0,0.0,0.0,,0,4,29,8,0,0,4,29,8,0
2,C2_R26,Soil Erosion,Landslide,up,1/7,1/6,0.06013656358610097,0.06522860526775016,True,0.26930380105633234,0.15001364610506956,0.037999080695626256,0.0399415826381282,0.4198640144515666,0.08287787505327708,41,2,4.878048780487805,0.31896551724137934,,0,4,29,8,0,0,4,31,6,0
2,C2_R27,Soil Erosion,Asset Vulnerability,down,1/3,1/4,0.06013656358610097,0.06793705531647892,True,0.26589120144192796,0.14750231822048493,0.037578456747520764,0.036626075795139816,0.4243391837995825,0.08806276399534403,41,0,0.0,0.0,,0,4,29,8,0,0,4,29,8,0
2,C2_R28,Soil Erosion,Asset Vulnerability,up,1/3,1/2,0.06013656358610097,0.055048706338773686,True,0.26898609059446243,0.14982301982794766,0.03809396143498442,0.03996662061101438,0.427434072952117,0.07569623457947412,41,0,0.0,0.0,,0,4,29,8,0,0,4,29,8,0
2,C2_R29,Landslide,Asset Vulnerability,down,5,4,0.06013656358610097,0.06251984297816056,True,0.2710034615736298,0.15079189652172825,0.037826778397902806,0.037826778397902806,0.41592644812809887,0.08662463698073757,41,2,4.878048780487805,0.31896551724137934,,0,4,29,8,0,0,4,31,6,0
2,C2_R30,Landslide,Asset Vulnerability,up,5,6,0.06013656358610097,0.05966960154066693,True,0.2643461727404526,0.14679752322182194,0.03779076485022711,0.03779076485022711,0.434356242240918,0.07891853209635327,41,0,0.0,0.0,,0,4,29,8,0,0,4,29,8,0
3,C3_R01,Seismic,Wildfire,down,3,2,0.07551996730497629,0.06994968609472897,True,0.20751180697587654,0.11311740595605839,0.03859954244266062,0.10927716018032874,0.4664308096563299,0.0650632747887459,31,1,3.225806451612903,0.16666666666666669,,2,4,15,10,0,2,4,14,11,0
3,C3_R02,Seismic,Wildfire,up,3,4,0.07551996730497629,0.08354764375445399,True,0.2309967792923535,0.10460759071641074,0.03777929552664566,0.10659645308713468,0.4557768535047245,0.06424302787273095,31,3,9.67741935483871,1.3166666666666667,,2,4,15,10,0,0,5,16,10,0
3,C3_R03,Seismic,Flood,down,5,4,0.07551996730497629,0.07867082548392333,True,0.21414902131512548,0.1088689416497999,0.03966800570585527,0.1088689416497999,0.46276281109333184,0.06568227858608765,31,1,3.225806451612903,0.16666666666666669,,2,4,15,10,0,2,4,14,11,0
3,C3_R04,Seismic,Flood,up,5,6,0.07551996730497629,0.07433064366180202,True,0.22615872915604132,0.10689104118085282,0.03707252072158255,0.10689104118085282,0.4593192868058476,0.06366738095482292,31,2,6.451612903225806,1.5,,2,4,15,10,0,0,6,15,10,0
3,C3_R05,Seismic,Soil Erosion,down,3,2,0.07551996730497629,0.06994968609472897,True,0.20751180697587654,0.10927716018032874,0.03859954244266062,0.11311740595605839,0.4664308096563299,0.0650632747887459,31,1,3.225806451612903,0.16666666666666669,,2,4,15,10,0,2,4,14,11,0
3,C3_R06,Seismic,Soil Erosion,up,3,4,0.07551996730497629,0.08354764375445399,True,0.2309967792923535,0.10659645308713468,0.03777929552664566,0.10460759071641074,0.4557768535047245,0.06424302787273095,31,3,9.67741935483871,1.3166666666666667,,2,4,15,10,0,0,5,16,10,0
3,C3_R07,Seismic,Landslide,down,1/5,1/6,0.07551996730497629,0.08573582503606489,True,0.21491383389904134,0.10716683801726876,0.03779861178268569,0.10716683801726876,0.4686059637672084,0.06434791451652708,31,1,3.225806451612903,0.16666666666666669,,2,4,15,10,0,2,4,14,11,0
3,C3_R08,Seismic,Landslide,up,1/5,1/4,0.07551996730497629,0.06532274625671247,True,0.22808624320721094,0.10870733955411375,0.03863948924432795,0.10870733955411375,0.4508793551132261,0.06498023332700752,31,2,6.451612903225806,1.5,,2,4,15,10,0,0,6,15,10,0
3,C3_R09,Seismic,Asset Vulnerability,down,5,4,0.07551996730497629,0.07258264626558165,True,0.21302118090157077,0.10955278161935415,0.03833252749684077,0.10955278161935415,0.46318104365442153,0.06635968470845864,31,1,3.225806451612903,0.16666666666666669,,2,4,15,10,0,2,4,14,11,0
3,C3_R10,Seismic,Asset Vulnerability,up,5,6,0.07551996730497629,0.07958082742134172,True,0.22702778763379544,0.10630575689991636,0.038016965726402584,0.10630575689991636,0.45900257453261356,0.06334115830735569,31,2,6.451612903225806,1.5,,2,4,15,10,0,0,6,15,10,0
3,C3_R11,Wildfire,Flood,down,3,2,0.07551996730497629,0.07819804028407401,True,0.2215300773187843,0.10074728306900893,0.041014160260136955,0.10868379100551687,0.46238939758293257,0.0656352907636204,31,0,0.0,0.0,,2,4,15,10,0,2,4,15,10,0
3,C3_R12,Wildfire,Flood,up,3,4,0.07551996730497629,0.07724425119156214,True,0.21916967002855847,0.11422319055381748,0.036568729316931274,0.10697681374222327,0.4593755602657745,0.06368603609269506,31,1,3.225806451612903,0.16666666666666669,,2,4,15,10,0,2,4,14,11,0
3,C3_R13,Wildfire,Soil Erosion,down,1,1/2,0.07551996730497629,0.08437895407147446,True,0.2187349500871817,0.0990743601358401,0.03797915450996727,0.1215567957330298,0.45821185267792863,0.06444288685605255,31,0,0.0,0.0,,2,4,15,10,0,2,4,15,10,0
3,C3_R14,Wildfire,Soil Erosion,up,1,2,0.07551996730497629,0.08437895407147446,True,0.2187349500871817,0.1215567957330298,0.03797915450996727,0.0990743601358401,0.45821185267792863,0.06444288685605255,31,1,3.225806451612903,0.16666666666666669,,2,4,15,10,0,2,4,14,11,0
3,C3_R15,Wildfire,Landslide,down,1/5,1/6,0.07551996730497629,0.07761842426715748,True,0.21672911857547555,0.10389274199780364,0.03793693293837391,0.10680213518151103,0.47015283563462057,0.0644862356722153,31,1,3.225806451612903,0.31666666666666665,,2,4,15,10,0,2,3,16,10,0
3,C3_R16,Wildfire,Landslide,up,1/5,1/4,0.07551996730497629,0.07468221845999343,True,0.22486615837030083,0.11320944588286971,0.03840075798534621,0.10902784492707521,0.4497542907663823,0.06474150206802577,31,2,6.451612903225806,1.5,,2,4,15,10,0,0,6,15,10,0
3,C3_R17,Wildfire,Asset Vulnerability,down,3,2,0.07551996730497629,0.06745104243894622,True,0.22266981060137472,0.09916354934241806,0.03828553967437351,0.10936763097507111,0.46280763014402226,0.06770583926274032,31,3,9.67741935483871,1.3166666666666667,,2,4,15,10,0,0,5,16,10,0
3,C3_R18,Wildfire,Asset Vulnerability,up,3,4,0.07551996730497629,0.08574010682797316,True,0.2181941962269977,0.1154824385521959,0.03803562086427472,0.10639152946128681,0.4590588479925405,0.06283736690270442,31,1,3.225806451612903,0.16666666666666669,,2,4,15,10,0,2,4,14,11,0
3,C3_R19,Flood,Soil Erosion,down,1/3,1/4,0.07551996730497629,0.07724425119156214,True,0.21916967002855847,0.10697681374222327,0.036568729316931274,0.11422319055381748,0.4593755602657745,0.06368603609269506,31,0,0.0,0.0,,2,4,15,10,0,2,4,15,10,0
3,C3_R20,Flood,Soil Erosion,up,1/3,1/2,0.07551996730497629,0.07819804028407401,True,0.2215300773187843,0.10868379100551687,0.041014160260136955,0.10074728306900893,0.46238939758293257,0.0656352907636204,31,0,0.0,0.0,,2,4,15,10,0,2,4,15,10,0
3,C3_R21,Flood,Landslide,down,1/7,1/8,0.07551996730497629,0.07120071028933947,True,0.21895973011128878,0.10701293681707956,0.03640766363797537,0.10701293681707956,0.4668025524516501,0.06380418016492669,31,0,0.0,0.0,,2,4,15,10,0,2,4,15,10,0
3,C3_R22,Flood,Landslide,up,1/7,1/6,0.07551996730497629,0.08145436596217763,True,0.222043520962213,0.10871646541817633,0.040399577725689015,0.10871646541817633,0.4546162617097219,0.06550770876602344,31,0,0.0,0.0,,2,4,15,10,0,2,4,15,10,0
3,C3_R23,Flood,Asset Vulnerability,down,1/3,1/4,0.07551996730497629,0.09055810301104458,True,0.21903283120740777,0.10699313564638324,0.037050385508318726,0.10699313564638324,0.4589926584524978,0.07093785353900926,31,0,0.0,0.0,,2,4,15,10,0,2,4,15,10,0
3,C3_R24,Flood,Asset Vulnerability,up,1/3,1/2,0.07551996730497629,0.061801734903390006,True,0.22179335570706268,0.10864945034617621,0.04008696245793915,0.10864945034617621,0.4631334452019802,0.05768733594066557,31,0,0.0,0.0,,2,4,15,10,0,2,4,15,10,0
3,C3_R25,Soil Erosion,Landslide,down,1/5,1/6,0.07551996730497629,0.07761842426715748,True,0.21672911857547555,0.10680213518151103,0.03793693293837391,0.10389274199780364,0.47015283563462057,0.0644862356722153,31,2,6.451612903225806,0.35,,2,4,15,10,0,2,3,15,11,0
3,C3_R26,Soil Erosion,Landslide,up,1/5,1/4,0.07551996730497629,0.07468221845999343,True,0.22486615837030083,0.10902784492707521,0.03840075798534621,0.11320944588286971,0.4497542907663823,0.06474150206802577,31,2,6.451612903225806,1.5,,2,4,15,10,0,0,6,15,10,0
3,C3_R27,Soil Erosion,Asset Vulnerability,down,3,2,0.07551996730497629,0.06745104243894622,True,0.22266981060137472,0.10936763097507111,0.03828553967437351,0.09916354934241806,0.46280763014402226,0.06770583926274032,31,1,3.225806451612903,0.31666666666666665,,2,4,15,10,0,2,3,16,10,0
3,C3_R28,Soil Erosion,Asset Vulnerability,up,3,4,0.07551996730497629,0.08574010682797316,True,0.2181941962269977,0.10639152946128681,0.03803562086427472,0.1154824385521959,0.4590588479925405,0.06283736690270442,31,0,0.0,0.0,,2,4,15,10,0,2,4,15,10,0
3,C3_R29,Landslide,Asset Vulnerability,down,5,4,0.07551996730497629,0.08348669740145552,True,0.22296050552560856,0.10917755666853571,0.03805819722098741,0.10917755666853571,0.4516531769786922,0.06897300693764044,31,2,6.451612903225806,1.5,,2,4,15,10,0,0,6,15,10,0
3,C3_R30,Landslide,Asset Vulnerability,up,5,6,0.07551996730497629,0.07072552408441166,True,0.21812459809595508,0.10656799432237017,0.038208536334977304,0.10656799432237017,0.4690320813888663,0.06149879553546094,31,1,3.225806451612903,0.16666666666666669,,2,4,15,10,0,2,4,14,11,0
