Cluster_3,Number_of_sites,C_DEM,C_Slope,C_Acos,C_Asin,C_RusLog,C_FlDist,C_x,C_y
1,178,-0.4099018211150514,-0.42675665834142396,0.014081364012713765,0.020743836202499942,0.09077876583262866,0.04863460094299679,0.01805383255507962,0.017236771162781984
2,41,1.5264521843616121,0.37933257914212365,0.11293755083362439,-0.03927503321038049,-0.8886317398891708,0.06576963664568146,-0.04869113680480512,-0.04755674704863195
3,31,0.3347736967642613,1.9487112722569355,-0.23022330253040646,-0.06716537039941935,0.654041323137484,-0.3662423893649323,-0.0392659866389809,-0.036074794773615804
