Site_ID,Cluster_3,Site,Region,Location,Paleolithic,Paleolithic_class,Neolithic,Neolithic_class,Chalcolithic,Chalcolithic_class,Bronze_Age,Bronze_class,Iron_Age,Iron_class,Roman,Roman_class,Ear_Byz,Ear_Byz_class,F1st_Bul_Emp,F1st_Bul_Emp_class,F2nd_Bul_Emp,F2nd_Bul_Emp_class,Material_general,Exposure_class,Exposure_tx,Int_Status,Nat_Status,DEM_,Slope_,Aspect_cos_,Aspect_sin_,FL_Dist,FL_Depth,rusle_cluster,rusle_log,Rusle_MTH,Final_FWI,FWI_MTH,FWI_DIST,ELSUS,ELSUS_MTH,ELSUS_DIST,PGA,Lithology,CLC_code,CLC_text,SEIS_SCR,FLOOD_SCR,FWI_SCR,ELSUS_SCR,RUSLE_SCR,ASSET_SCR,WLC_RISK2,RISK_CLASS2,MC_Mean_WLC,MC_SD,MC_CV_Pct,MC_Min_WLC,MC_Max_WLC,Baseline_Class_Stability_Pct,Gi_Bin,gi_class
SITE_0157,2,Monastery of St. Cyril and St. Yulita,Plovdiv,Gorni Voden Asenovgrad,0,,0,,0,,0,,0,,0,,0,,0,,1,Monastery,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,607.091,10.493,0.434425,0.673498,2303.91,0.000,0.347450,0.298214,Direct,5.43,Direct,0.00,3,Direct,98.73,0.199590,Metamorphic Complex,311,Broad-leaved forest,9,1,1,5,1,3,5.008253,Moderate,5.006504,0.071986,1.438,4.818179,5.183170,100.0,1,Hot spot with 90% confidence
SITE_0158,3,Diocletionopolis,Plovdiv,Hisarya,0,,0,,0,,0,,0,,1,Town,1,Fortified town,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological Reserve,353.599,15.656,-0.749270,-0.556310,8703.97,0.000,,0.839006,Urban excl.,3.07,Direct,0.00,1,Direct,67.78,0.133302,"Granitoid, Granite, Leucogranite, Granodiorite",112,Discontinuous urban fabric,5,1,1,1,,1,1.988379,Very Low,1.989619,0.051776,2.602,1.860767,2.112337,58.4,-3,Cold spot with 99% confidence
SITE_0159,1,Hisarya Basilica 1,Plovdiv,Hisarya,0,,0,,0,,0,,0,,0,,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Archaeological Reserve,356.212,6.697,-0.932241,0.212362,8812.52,0.000,,0.839006,Urban excl.,3.07,Direct,0.00,1,Direct,86.78,0.133302,"Granitoid, Granite, Leucogranite, Granodiorite",112,Discontinuous urban fabric,5,1,1,1,,3,2.661085,Low,2.660132,0.054521,2.050,2.532922,2.800557,100.0,-3,Cold spot with 99% confidence
SITE_0160,1,Hisarya Basilica 3,Plovdiv,Hisarya,0,,0,,0,,0,,0,,0,,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Archaeological Reserve,353.925,3.852,-0.732274,-0.664832,8736.85,0.000,,0.839006,Urban excl.,3.07,Direct,0.00,1,Direct,34.14,0.133302,"Granitoid, Granite, Leucogranite, Granodiorite",142,Sport and leisure facilities,5,1,1,1,,3,2.661085,Low,2.660132,0.054521,2.050,2.532922,2.800557,100.0,-3,Cold spot with 99% confidence
SITE_0161,1,Hisarya Basilica 8,Plovdiv,Hisarya,0,,0,,0,,0,,0,,0,,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Archaeological Reserve,366.608,6.541,-0.345457,0.146323,7966.22,0.000,,0.839006,Urban excl.,3.07,Direct,0.00,1,Direct,41.12,0.133302,"Granitoid, Granite, Leucogranite, Granodiorite",112,Discontinuous urban fabric,5,1,1,1,,3,2.661085,Low,2.660132,0.054521,2.050,2.532922,2.800557,100.0,-3,Cold spot with 99% confidence
SITE_0162,1,Hisarya Fortress walls,Plovdiv,Hisarya,0,,0,,0,,0,,0,,1,Fort,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological Reserve,354.284,4.482,-0.967884,0.200568,8785.96,0.000,,0.839006,Urban excl.,3.07,Direct,0.00,1,Direct,115.02,0.133302,"Granitoid, Granite, Leucogranite, Granodiorite",142,Sport and leisure facilities,5,1,1,1,,1,2.288975,Low,2.288595,0.058042,2.536,2.150894,2.442548,100.0,-3,Cold spot with 99% confidence
SITE_0163,3,Hisarya Roman Baths,Plovdiv,Hisarya,0,,0,,0,,0,,0,,1,Infrastructure,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological Reserve,354.423,15.031,-0.954501,-0.113588,8703.42,0.000,,0.839006,Urban excl.,3.07,Direct,0.00,1,Direct,64.63,0.133302,"Granitoid, Granite, Leucogranite, Granodiorite",112,Discontinuous urban fabric,5,1,1,1,,1,1.988379,Very Low,1.989619,0.051776,2.602,1.860767,2.112337,58.4,-3,Cold spot with 99% confidence
SITE_0164,3,Stone of Tsar Asen,Plovdiv,Krichim,0,,0,,0,,0,,0,,0,,0,,0,,1,Infrastructure,Mortared stone masonry,1,Exposed,,,422.291,28.776,0.233200,0.967848,420.00,0.000,0.129349,0.121641,Direct,2.30,Direct,0.00,3,Direct,87.84,0.171885,Metamorphic Complex,311,Broad-leaved forest,7,5,1,5,1,1,4.319627,Moderate,4.318750,0.049616,1.149,4.180400,4.463947,100.0,0,Not statistically significant
SITE_0165,3,Monastery of Saints Cosmas and Damian,Plovdiv,Kuklen,0,,0,,0,,0,,0,,0,,1,Church,0,,1,Monastery,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-historical (single),567.729,25.744,-0.035021,0.994229,7626.56,0.000,2.090514,1.128338,Direct,5.43,Direct,0.00,4,Direct,100.41,0.196798,Metamorphic Complex,324,Transitional woodland-shrub,9,1,1,7,5,3,6.090610,High,6.089450,0.056604,0.930,5.925935,6.245958,95.2,1,Hot spot with 90% confidence
SITE_0166,1,Maltepe,Plovdiv,Manole,0,,0,,0,,0,,0,,1,Necropolis,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,,165.719,17.378,-0.697941,0.275898,400.00,0.000,0.939306,0.662330,Direct,16.20,Direct,0.00,1,Direct,30.46,0.232561,"Alluvium, Eluvium",211,Non-irrigated arable land,9,5,3,1,1,7,5.079086,Moderate,5.075627,0.084729,1.669,4.841297,5.304679,100.0,0,Not statistically significant
SITE_0167,1,Red Church,Plovdiv,Perushtitsa,0,,0,,0,,0,,0,,0,,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,233.823,5.652,-0.513963,-0.839437,3229.44,0.000,3.707807,1.549222,Direct,2.30,Direct,0.00,1,Direct,118.50,0.195312,"Alluvium, Eluvium",211,Non-irrigated arable land,9,1,1,1,5,3,4.042553,Moderate,4.041546,0.100626,2.490,3.800648,4.309736,64.3,0,Not statistically significant
SITE_0168,3,Ancient Theatre of Philippopolis,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,1,Town,0,,0,,0,,Mortared stone masonry,1,Exposed,UNESCO Tentative List,Archaeological (single),185.869,21.025,-0.954132,-0.166727,749.16,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,43.93,0.209283,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,3,5,1,,1,3.545834,Low,3.549127,0.109761,3.093,3.269402,3.816109,100.0,0,Not statistically significant
SITE_0169,1,Domus Eirene,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,1,Villa,0,,0,,0,,Mortared stone masonry,1,Exposed,UNESCO Tentative List,Archaeological (single),166.013,6.691,-0.117679,-0.834778,932.65,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,88.30,0.209283,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,3,5,1,,1,4.934111,Moderate,4.932548,0.091331,1.852,4.705011,5.171355,100.0,0,Not statistically significant
SITE_0170,1,East Gate Philippopolis,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,1,Fort,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (group),162.470,5.858,0.525985,0.812302,480.00,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,53.60,0.209283,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,5,5,1,,1,5.001299,Moderate,4.999595,0.090569,1.812,4.768301,5.240952,100.0,0,Not statistically significant
SITE_0171,1,Episcopal Great Basilica,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,0,,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,UNESCO Tentative List,Archaeological (single),164.023,11.428,-0.697152,-0.191349,1008.91,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,68.55,0.209283,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,1,5,1,,3,5.239035,Moderate,5.237037,0.081089,1.548,5.052547,5.439864,100.0,0,Not statistically significant
SITE_0172,1,Hellenistic buildings,Plovdiv,Plovdiv,0,,0,,0,,0,,1,Fortified settlement,0,,0,,0,,0,,Earthwork / early stone construction,1,Exposed,,Architectural-Historical Reserve,160.895,5.186,0.380031,0.440080,1288.77,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,47.45,0.209283,"Alluvium, Eluvium",111,Continuous urban fabric,9,1,5,1,,7,5.983256,Moderate,5.980110,0.071807,1.201,5.794777,6.180447,59.1,0,Not statistically significant
SITE_0173,1,Hisarya Kapia,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-Historical Reserve,196.527,17.770,-0.775938,0.585277,399.32,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,81.05,0.209283,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,5,5,1,,1,5.001299,Moderate,4.999595,0.090569,1.812,4.768301,5.240952,100.0,0,Not statistically significant
SITE_0174,3,Inner Fortress wall of Philippopolis,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,1,Fort,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-Historical Reserve,189.671,21.423,0.600932,-0.787160,260.00,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,111.83,0.217633,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,5,5,1,,1,3.631401,Low,3.634962,0.110879,3.050,3.356123,3.905319,100.0,0,Not statistically significant
SITE_0175,1,Minor Basilica,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,0,,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,UNESCO Tentative List,Archaeological (single),160.406,5.474,-0.543794,-0.203791,593.46,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,97.30,0.209283,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,3,5,1,,3,5.306222,Moderate,5.304085,0.080043,1.509,5.119043,5.509418,100.0,0,Not statistically significant
SITE_0176,1,Nebet Tepe,Plovdiv,Plovdiv,0,,0,,0,,0,,1,Fortified settlement,1,Town,1,Fortified town,0,,0,,Mortared stone masonry,1,Exposed,UNESCO Tentative List,Archaeological (single),200.349,9.329,0.059064,-0.979784,280.00,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,90.39,0.217633,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,5,5,1,,1,5.001299,Moderate,4.999595,0.090569,1.812,4.768301,5.240952,100.0,0,Not statistically significant
SITE_0177,1,Outer Fortress wall of Philippopolis,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,0,,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-Historical Reserve,162.711,5.858,0.525985,0.812302,480.00,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,59.25,0.209283,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,5,5,1,,1,5.001299,Moderate,4.999595,0.090569,1.812,4.768301,5.240952,100.0,0,Not statistically significant
SITE_0178,1,Peristyle building and street intersection,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,1,Town,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),166.319,5.414,-0.607385,0.197746,930.00,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,72.55,0.209283,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,3,5,1,,1,4.934111,Moderate,4.932548,0.091331,1.852,4.705011,5.171355,100.0,0,Not statistically significant
SITE_0179,1,Philippopolis Roman Baths I,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,1,Infrastructure,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),172.528,6.425,-0.825134,-0.526608,828.95,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,138.76,0.209283,"Alluvium, Eluvium",111,Continuous urban fabric,9,3,5,1,,1,4.934111,Moderate,4.932548,0.091331,1.852,4.705011,5.171355,100.0,0,Not statistically significant
SITE_0180,1,Remains of Fortress wall of Philippopolis,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,1,Fort,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-Historical Reserve,160.331,2.189,-0.151366,0.280282,862.90,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,80.13,0.209283,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,3,5,1,,1,4.934111,Moderate,4.932548,0.091331,1.852,4.705011,5.171355,100.0,0,Not statistically significant
SITE_0181,1,Roman Forum of Philippopolis,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,1,Town,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),162.899,9.121,0.328749,-0.468701,1170.69,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,125.19,0.209283,"Alluvium, Eluvium",111,Continuous urban fabric,9,1,5,1,,1,4.866924,Moderate,4.865500,0.092298,1.897,4.641720,5.101759,100.0,0,Not statistically significant
SITE_0182,1,Roman Stadium of Philippopolis,Plovdiv,Plovdiv,0,,0,,0,,0,,0,,1,Town,0,,0,,0,,Mortared stone masonry,1,Exposed,UNESCO Tentative List,Archaeological (single),171.118,16.493,0.425054,0.880936,648.56,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,48.57,0.209283,"Alluvium, Eluvium",111,Continuous urban fabric,9,3,5,1,,1,4.934111,Moderate,4.932548,0.091331,1.852,4.705011,5.171355,100.0,0,Not statistically significant
SITE_0183,1,Spas Bair hill,Plovdiv,Shishmantsi,0,,0,,0,,0,,1,Rock sanctuary,1,Temple,0,,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),174.527,1.728,-0.032101,0.216972,7454.43,0.000,2.147381,1.146571,Direct,16.20,Direct,0.00,1,Direct,101.61,0.232561,Undifferentiated Sediment,211,Non-irrigated arable land,9,1,3,1,5,1,4.290936,Moderate,4.290136,0.091455,2.132,4.067584,4.536465,100.0,0,Not statistically significant
SITE_0184,2,Belintash,Plovdiv,Sini Vrah,0,,0,,0,,1,Rock sanctuary,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),1250.548,12.033,0.265588,-0.201929,13187.94,0.000,1.094208,0.739176,Direct,2.83,Direct,0.00,5,Direct,120.64,0.157404,Acid Pyroclastic,324,Transitional woodland-shrub,7,1,1,9,3,5,6.417065,High,6.414358,0.080859,1.261,6.188026,6.604740,100.0,3,Hot spot with 99% confidence
SITE_0185,3,Chetinyova Mogila,Plovdiv,Starosel,0,,0,,0,,0,,1,Hillfort,0,,0,,0,,0,,Earthwork / early stone construction,1,Exposed,,Archaeological Reserve,514.148,23.520,-0.975182,0.153445,18233.64,0.000,5.055895,1.801032,Direct,0.97,Direct,0.00,4,Direct,71.55,0.131344,"Orthogneiss, Granite-gneiss",231,Pastures,5,1,1,7,7,7,5.683037,Moderate,5.681531,0.049123,0.865,5.549031,5.820513,100.0,-3,Cold spot with 99% confidence
SITE_0186,1,Horizon mound,Plovdiv,Starosel,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,,403.226,7.985,0.320153,-0.178628,18453.76,0.000,0.937409,0.661351,Direct,0.97,Direct,0.00,1,Direct,75.05,0.131344,"Orthogneiss, Granite-gneiss",222,Fruit trees and berry plantations,5,1,1,1,1,7,3.193413,Low,3.191129,0.063070,1.976,2.997677,3.383292,100.0,-3,Cold spot with 99% confidence
SITE_0187,1,Royal tomb,Plovdiv,Starosel,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological Reserve,501.043,2.691,-0.291130,-0.097004,18326.73,0.000,7.902107,2.186288,Direct,0.97,Direct,0.00,4,Direct,110.13,0.131344,"Orthogneiss, Granite-gneiss",231,Pastures,5,1,1,7,7,7,4.465347,Moderate,4.467183,0.067471,1.510,4.294870,4.647232,100.0,-3,Cold spot with 99% confidence
SITE_0188,1,Church of St. Nicholas,Plovdiv,Taksim Tepe,0,,0,,0,,0,,0,,0,,1,Church,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-historical (single),164.122,3.174,-0.447321,-0.436485,627.00,0.000,,0.839006,Urban excl.,19.80,Direct,0.00,1,Direct,77.82,0.202761,"Alluvium, Eluvium",112,Discontinuous urban fabric,9,3,5,1,,3,5.306222,Moderate,5.304085,0.080043,1.509,5.119043,5.509418,100.0,0,Not statistically significant
SITE_0189,1,Chintulovo mound,Sliven,Chintulovo,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),198.936,3.176,-0.953983,0.099222,1347.69,0.000,1.986092,1.093966,Direct,5.83,Direct,0.00,2,Direct,92.87,0.113273,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,1,3,3,7,3.029679,Low,3.029021,0.051391,1.697,2.903613,3.150810,100.0,0,Not statistically significant
SITE_0190,1,Nanchovata Mogila,Sliven,Chintulovo,0,,0,,0,,0,,1,Thracian mound,1,Necropolis,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),180.427,5.831,-0.380204,0.409052,871.71,0.000,4.081313,1.625570,Direct,5.83,Direct,0.00,2,Direct,134.16,0.113519,"Alluvium, Eluvium",211,Non-irrigated arable land,3,3,1,3,5,7,3.267136,Low,3.266632,0.053937,1.651,3.123819,3.395992,100.0,0,Not statistically significant
SITE_0191,1,Dyadovo settlement,Sliven,Dyadovo,0,,1,Tell,1,Tell,1,Settlement,0,,0,,1,Fortress,0,,1,Church,Mortared mixed masonry (stone + brick),1,Exposed,,Archaeological (single),133.895,16.666,0.978360,0.136022,7857.13,0.000,,0.839006,Urban excl.,23.73,Direct,0.00,2,Direct,32.45,0.127953,"Alluvium, Eluvium",231,Pastures,3,1,5,3,,3,3.577300,Low,3.577107,0.029193,0.816,3.504997,3.649891,100.0,0,Not statistically significant
SITE_0192,1,Kaloyanovo Mound I,Sliven,Kaloyanovo,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (group),216.585,2.680,-0.452376,0.641347,9108.23,0.000,1.777128,1.021417,Direct,8.97,Direct,0.00,3,Direct,63.77,0.116923,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,3,5,3,7,3.865181,Low,3.865213,0.037745,0.977,3.770288,3.968616,100.0,0,Not statistically significant
SITE_0193,1,Kaloyanovo Mound II,Sliven,Kaloyanovo,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (group),210.221,4.803,0.196756,-0.094962,9306.41,0.000,1.280881,0.824562,Direct,8.97,Direct,0.00,3,Direct,60.99,0.116923,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,3,5,3,7,3.865181,Low,3.865213,0.037745,0.977,3.770288,3.968616,100.0,0,Not statistically significant
SITE_0194,1,Kaloyanovo Mound III,Sliven,Kaloyanovo,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (group),178.823,5.181,-0.003906,-0.353602,7576.86,0.000,3.467127,1.496745,Direct,8.97,Direct,0.00,3,Direct,45.53,0.116923,"Alluvium, Eluvium",222,Fruit trees and berry plantations,3,1,3,5,5,7,4.041369,Moderate,4.041698,0.039464,0.976,3.939161,4.158636,84.2,0,Not statistically significant
SITE_0195,1,Kaloyanovo Tumulus,Sliven,Kaloyanovo,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,1,Cemetery,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (group),197.983,3.066,0.074799,-0.260607,8283.03,0.000,2.482920,1.247871,Direct,8.97,Direct,0.00,3,Direct,85.04,0.116923,"Alluvium, Eluvium",221,Vineyards,3,1,3,5,5,7,4.041369,Moderate,4.041698,0.039464,0.976,3.939161,4.158636,84.2,0,Not statistically significant
SITE_0196,1,Kamen mogila,Sliven,Kamen,0,,0,,0,,1,Burial mound,0,,0,,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,293.561,5.613,-0.540336,-0.037454,4494.80,0.000,1.046429,0.716096,Direct,29.27,Direct,0.00,4,Direct,109.53,0.110784,Undifferentiated Sediment,231,Pastures,3,1,7,7,3,7,5.288395,Moderate,5.288731,0.053306,1.008,5.132086,5.421860,100.0,0,Not statistically significant
SITE_0197,1,Kota 255,Sliven,Karanovo,0,,0,,0,,0,,0,,1,Fort,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Archaeological (single),225.354,7.713,-0.912627,0.334708,6787.00,0.000,3.590321,1.523950,Direct,23.73,Direct,0.00,5,Direct,89.51,0.127718,"Undifferentiated Flysh, Turbidite",211,Non-irrigated arable land,3,1,5,9,5,1,4.106672,Moderate,4.110546,0.052396,1.275,3.952485,4.258147,98.3,0,Not statistically significant
SITE_0198,1,Prehistoric Wide Mound,Sliven,Karanovo,0,,1,Tell,1,Tell,0,,0,,0,,0,,0,,0,,Earthwork / earthen architecture,2,Partially exposed,,Archaeological (single),216.884,7.628,-0.457266,0.756272,6784.64,0.000,2.158138,1.149983,Direct,23.73,Direct,0.00,3,Direct,47.57,0.127718,"Undifferentiated Flysh, Turbidite",211,Non-irrigated arable land,3,1,5,5,5,9,4.968411,Moderate,4.967761,0.052054,1.048,4.839049,5.095836,100.0,0,Not statistically significant
SITE_0199,1,Roman Karanovo mound,Sliven,Karanovo,0,,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,216.792,7.303,-0.234150,0.486992,6923.61,0.000,1.330712,0.846174,Direct,23.73,Direct,0.00,3,Direct,112.73,0.127718,"Undifferentiated Flysh, Turbidite",211,Non-irrigated arable land,3,1,5,5,3,7,4.452893,Moderate,4.452539,0.037021,0.831,4.351297,4.548625,100.0,0,Not statistically significant
SITE_0200,1,Tell Karanovo,Sliven,Karanovo,0,,1,Tell,1,Tell,1,Settlement,0,,0,,0,,0,,0,,Earthwork / earthen architecture,1,Exposed,,Archaeological (group),199.515,10.917,0.294815,0.211105,7492.99,0.000,,0.839006,Urban excl.,23.73,Direct,0.00,1,Direct,97.85,0.127718,"Alluvium, Eluvium",112,Discontinuous urban fabric,3,1,5,1,,9,4.421904,Moderate,4.418754,0.063629,1.440,4.233375,4.590761,100.0,0,Not statistically significant
SITE_0201,1,Boz Bair,Sliven,Nova Zagora,0,,0,,1,Tell,1,Settlement,1,Fortified settlement,0,,0,,0,,0,,Earthwork / early stone construction,1,Exposed,,Archaeological (group),143.357,3.320,-0.785297,-0.584238,11286.87,0.000,0.980872,0.683537,Direct,29.17,Direct,0.00,2,Direct,46.64,0.112953,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,7,3,1,7,4.616627,Moderate,4.614514,0.057727,1.251,4.432070,4.768611,100.0,0,Not statistically significant
SITE_0202,1,Boz Bair mound I,Sliven,Nova Zagora,0,,0,,0,,0,,1,Thracian mound,1,Necropolis,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,,156.823,10.255,-0.490223,0.284320,11350.64,0.000,3.527946,1.510268,Direct,29.17,Direct,0.00,2,Direct,101.51,0.112953,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,7,3,5,7,4.969003,Moderate,4.967484,0.053600,1.079,4.799529,5.116913,100.0,0,Not statistically significant
SITE_0203,1,Boz Bair mound II,Sliven,Nova Zagora,0,,0,,0,,0,,1,Thracian mound,1,Necropolis,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,,154.291,5.564,0.342238,0.101991,11456.91,0.000,3.606670,1.527505,Direct,29.17,Direct,0.00,3,Direct,77.90,0.112953,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,7,5,5,7,5.216793,Moderate,5.216350,0.051108,0.980,5.068469,5.348500,100.0,0,Not statistically significant
SITE_0204,1,Tuida Fortress,Sliven,Sliven town,0,,0,,0,,0,,0,,1,Fort,1,Fortress,1,Fortress,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,328.120,4.207,-0.859179,0.498435,8085.32,0.000,5.637009,1.892661,Direct,5.83,Direct,0.00,4,Direct,55.23,0.114340,Undifferentiated Sediment,242,Complex cultivation patterns,3,1,1,7,7,1,2.859646,Low,2.863513,0.051267,1.790,2.719001,3.012461,100.0,0,Not statistically significant
SITE_0205,1,Sokol Himitliyata,Sliven,Sokol,0,,0,,0,,1,Burial mound,0,,0,,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,Archaeological (single),202.502,7.585,-0.886059,-0.207414,12365.05,0.000,0.889004,0.636050,Direct,23.73,Direct,0.00,1,Direct,59.16,0.118721,"Alluvium, Eluvium",211,Non-irrigated arable land,3,1,5,1,1,7,3.781125,Low,3.778322,0.046675,1.235,3.629687,3.904419,100.0,0,Not statistically significant
SITE_0206,1,Staro Selo Mogila,Sliven,Staro Selo,0,,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,325.425,11.573,-0.849293,0.477483,4064.72,0.000,5.783497,1.914493,Direct,29.17,Direct,0.00,3,Direct,36.66,0.113273,"Undifferentiated Flysh, Turbidite",211,Non-irrigated arable land,3,1,7,5,7,7,5.392981,Moderate,5.392836,0.052241,0.969,5.242187,5.530995,100.0,0,Not statistically significant
SITE_0207,3,Tvarditsa Fortress,Sliven,Tvarditsa,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,442.054,30.175,-0.408771,-0.901117,7995.69,0.000,1.128564,0.755447,Direct,5.30,Direct,0.00,5,Direct,17.16,0.116160,,324,Transitional woodland-shrub,3,1,1,9,3,1,5.345107,Moderate,5.340995,0.110696,2.073,5.075908,5.587924,100.0,0,Not statistically significant
SITE_0208,2,Gela Basilica,Smolyan,Gela,0,,0,,0,,0,,0,,1,Temple,1,Basilica,0,,0,,Mortared mixed masonry (stone + brick),1,Exposed,,Archaeological (single),1485.841,5.264,0.412018,0.883010,14709.64,0.000,1.584054,0.949359,Direct,1.47,Direct,0.00,5,Direct,13.76,0.150813,Molasses,242,Complex cultivation patterns,7,1,1,9,3,3,6.252736,High,6.249542,0.084963,1.360,6.008010,6.458574,100.0,0,Not statistically significant
SITE_0209,2,Gradishte Fortress,Smolyan,Gela,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Archaeological (single),1860.108,36.519,-0.220959,0.963748,15320.30,0.000,2.672065,1.300754,Direct,1.47,Direct,0.00,5,Direct,94.97,0.145914,Acid Pyroclastic,324,Transitional woodland-shrub,5,1,1,9,5,1,5.629054,Moderate,5.625622,0.097343,1.730,5.388682,5.871134,100.0,0,Not statistically significant
